"sep=	"
Shimmer_9D70_TimestampSync_Unix_CAL	Shimmer_9D70_EMG_CH2_24BIT_CAL	
ms	mV	
1.6994526025898442E12	3.154960650796968	
1.6994526025908208E12	3.128636256293804	
1.6994526025917974E12	3.0723813858486873	
1.699452602592774E12	3.068895507124524	
1.6994526025937505E12	2.9883596883248913	
1.699452602594727E12	2.848083120355978	
1.6994526025957036E12	2.813344535828972	
1.6994526025966802E12	2.7447087857773447	
1.6994526025976567E12	2.667057832128743	
1.6994526025986333E12	2.6386899914769324	
1.6994526025996099E12	2.745910812923608	
1.6994526026005864E12	2.7782453431580874	
1.699452602601563E12	2.812863724970467	
1.6994526026025396E12	2.831014334879041	
1.699452602603516E12	2.8381062950419937	
1.6994526026044927E12	2.8950823817748685	
1.6994526026054692E12	2.9551837390880276	
1.6994526026064458E12	2.9664827942629013	
1.6994526026074224E12	3.1134907142508883	
1.699452602608399E12	3.133203959449604	
1.6994526026093755E12	3.219990319409806	
1.699452602610352E12	3.2667491753994438	
1.6994526026113286E12	3.2520844442150327	
1.6994526026123052E12	3.1525565965044415	
1.6994526026132817E12	3.0307912465879814	
1.6994526026142583E12	3.0384842203240656	
1.6994526026152349E12	3.0220164484202603	
1.6994526026162112E12	2.9800657010156755	
1.6994526026171877E12	2.9830707688813334	
1.6994526026181643E12	3.012760839394034	
1.6994526026191409E12	3.002303203221544	
1.6994526026201174E12	2.956145360805038	
1.699452602621094E12	2.84051034933452	
1.6994526026220706E12	2.777403924155703	
1.699452602623047E12	2.7737978427169137	
1.6994526026240237E12	2.8300527131620306	
1.6994526026250002E12	2.87837420444181	
1.6994526026259768E12	2.9363119128916955	
1.6994526026269534E12	2.972012119135712	
1.69945260262793E12	3.012039623106276	
1.6994526026289065E12	3.0716601695609294	
1.699452602629883E12	3.114452335967899	
1.6994526026308596E12	3.0265841515760603	
1.6994526026318362E12	2.9983365136388755	
1.6994526026328127E12	2.917079478551485	
1.6994526026337893E12	2.9884798910395176	
1.6994526026347659E12	3.6160582641035237	
1.6994526026357424E12	3.530473931289585	
1.699452602636719E12	3.2266014687142532	
1.6994526026376956E12	3.069256115268403	
1.699452602638672E12	2.8800570424465786	
1.6994526026396487E12	2.736895609326634	
1.6994526026406252E12	2.7211490537105862	
1.6994526026416018E12	2.6723467515723014	
1.6994526026425784E12	2.6335212747480004	
1.699452602643555E12	2.6111635698275055	
1.6994526026445315E12	2.8556558913774364	
1.699452602645508E12	3.005668879231081	
1.6994526026464846E12	2.996172864775602	
1.6994526026474612E12	2.996533472919481	
1.6994526026484377E12	3.0149244882573076	
1.6994526026494143E12	2.9998991489290177	
1.6994526026503909E12	3.0554328030863767	
1.6994526026513674E12	3.0644480066833504	
1.699452602652344E12	3.0027840140800492	
1.6994526026533206E12	2.916959275836858	
1.699452602654297E12	2.889192448758179	
1.6994526026552737E12	2.961073672104717	
1.6994526026562502E12	3.13236254044722	
1.6994526026572268E12	3.0621641551054504	
1.6994526026582034E12	2.919483532844011	
1.69945260265918E12	2.8735660958567575	
1.6994526026601565E12	2.831735551166799	
1.699452602661133E12	2.876811569151668	
1.6994526026621096E12	2.960592861246212	
1.6994526026630862E12	2.9773010385792698	
1.6994526026640627E12	2.924652249572943	
1.6994526026650393E12	2.850727580077757	
1.6994526026660159E12	2.828730483301141	
1.6994526026669924E12	2.8284900778718884	
1.699452602667969E12	2.834019402744699	
1.6994526026689456E12	2.8485639312144833	
1.699452602669922E12	2.927416912009348	
1.6994526026708987E12	3.0414892881897235	
1.6994526026718752E12	3.0746652374265877	
1.6994526026728518E12	3.104114902510035	
1.6994526026738284E12	3.155441461655473	
1.699452602674805E12	3.1650576788255784	
1.6994526026757815E12	3.1513545693581784	
1.699452602676758E12	3.1243089585672568	
1.6994526026777346E12	3.0128810421086603	
1.6994526026787112E12	2.753243178515813	
1.6994526026796877E12	2.6455415462106324	
1.6994526026806643E12	2.5973402576454787	
1.6994526026816409E12	2.598181676647863	
1.6994526026826174E12	2.7257167568663863	
1.699452602683594E12	2.8048101430905037	
1.6994526026845706E12	2.8658731221206732	
1.699452602685547E12	2.901332922935437	
1.6994526026865237E12	2.9613140775339697	
1.6994526026875002E12	3.0117992176770234	
1.6994526026884768E12	3.0221366511348866	
1.6994526026894534E12	3.0428115180506135	
1.69945260269043E12	3.0380034094655604	
1.6994526026914065E12	2.9976152973511176	
1.699452602692383E12	3.0327144900220024	
1.6994526026933596E12	3.0821178057334193	
1.6994526026943362E12	3.0863249007453404	
1.6994526026953127E12	3.0628853713932083	
1.6994526026962893E12	3.0896905767548772	
1.6994526026972659E12	3.075146048285093	
1.6994526026982424E12	3.0399266528995814	
1.699452602699219E12	2.9775414440085224	
1.6994526027001956E12	2.9676848214091645	
1.699452602701172E12	3.0145638801134287	
1.6994526027021487E12	2.9888404991833966	
1.6994526027031252E12	2.9573473879513013	
1.6994526027041018E12	2.9643191453996276	
1.6994526027050784E12	2.9734545517112276	
1.699452602706055E12	3.029469016727092	
1.6994526027070315E12	3.1377716626054046	
1.6994526027080078E12	3.144743420053731	
1.6994526027089844E12	3.1124088898192515	
1.699452602709961E12	3.0251417190005445	
1.6994526027109375E12	2.9215269789926586	
1.699452602711914E12	2.8744075148591417	
1.6994526027128906E12	2.9057804233766107	
1.6994526027138672E12	3.0175689479790866	
1.6994526027148438E12	3.045696383201645	
1.6994526027158203E12	3.018169961552218	
1.6994526027167969E12	3.025021516285918	
1.6994526027177734E12	3.081636994874914	
1.69945260271875E12	3.07262179127794	
1.6994526027197266E12	3.0610823306738135	
1.6994526027207031E12	2.977781849437775	
1.6994526027216797E12	2.8453184579195727	
1.6994526027226562E12	2.7661048689808294	
1.6994526027236328E12	2.826446631723241	
1.6994526027246094E12	3.4932110897554267	
1.699452602725586E12	3.4960959549064583	
1.6994526027265625E12	3.3252878974224607	
1.699452602727539E12	3.099426996639609	
1.6994526027285156E12	2.7932706824863773	
1.6994526027294922E12	2.671505332569917	
1.6994526027304688E12	2.6146494485516687	
1.6994526027314453E12	2.513438762836309	
1.6994526027324219E12	2.4558616625303027	
1.6994526027333984E12	2.417516996564507	
1.699452602734375E12	2.4445626073554285	
1.6994526027353516E12	2.698671146075465	
1.6994526027363281E12	2.7889433847598295	
1.6994526027373047E12	2.741463312482434	
1.6994526027382812E12	2.6818427660277804	
1.6994526027392578E12	2.7469926373552447	
1.6994526027402344E12	2.8338992000300727	
1.699452602741211E12	3.0027840140800492	
1.6994526027421875E12	3.1579657186626258	
1.699452602743164E12	3.230928766440801	
1.6994526027441406E12	3.232852009874822	
1.6994526027451172E12	3.2306883610115484	
1.6994526027460938E12	3.241626808042543	
1.6994526027470703E12	3.2171054542587743	
1.6994526027480469E12	3.184530518595042	
1.6994526027490234E12	3.11637557940192	
1.69945260275E12	3.034878138885276	
1.6994526027509766E12	3.0587984790959135	
1.6994526027519531E12	3.0883683468939878	
1.6994526027529297E12	3.0773096971483667	
1.6994526027539062E12	3.06577023654424	
1.6994526027548828E12	2.990162729044286	
1.6994526027558594E12	2.991364756190549	
1.699452602756836E12	2.9704494838455697	
1.6994526027578125E12	2.9052996125181054	
1.699452602758789E12	2.7692301395611136	
1.6994526027597656E12	2.8031273050857353	
1.6994526027607422E12	2.8113010896803248	
1.6994526027617188E12	2.818272847128651	
1.6994526027626953E12	2.865752919406047	
1.6994526027636719E12	2.8814994750220944	
1.6994526027646484E12	2.8781337990125575	
1.699452602765625E12	2.912030964537179	
1.6994526027666016E12	2.9521786712223697	
1.6994526027675781E12	2.8092576435316774	
1.6994526027685547E12	2.788702979330577	
1.6994526027695312E12	2.785697911464919	
1.6994526027705078E12	2.8057717648075142	
1.6994526027714844E12	2.9299411690165007	
1.699452602772461E12	3.02562252985905	
1.6994526027734375E12	3.0459367886308977	
1.699452602774414E12	3.0779107107214982	
1.6994526027753906E12	3.085483481742956	
1.6994526027763672E12	3.0788723324385088	
1.6994526027773438E12	3.099426996639609	
1.6994526027783203E12	3.015886109974318	
1.6994526027792969E12	3.029829624870971	
1.6994526027802734E12	3.0630055741078346	
1.69945260278125E12	3.046417599489403	
1.6994526027822266E12	3.0110780013892655	
1.6994526027832031E12	3.03019023301485	
1.6994526027841797E12	3.0346377334560235	
1.6994526027851562E12	3.0193719886984813	
1.6994526027861328E12	2.9946102294854597	
1.6994526027871094E12	2.9971344864926124	
1.699452602788086E12	3.042691315335987	
1.6994526027890625E12	3.0693763179830293	
1.699452602790039E12	3.0882481441793614	
1.6994526027910156E12	3.057476249235024	
1.6994526027919922E12	2.982109147164323	
1.6994526027929688E12	2.9257340740045796	
1.6994526027939453E12	2.8936399491993527	
1.6994526027949219E12	2.851448796365515	
1.6994526027958984E12	2.8972460306381422	
1.699452602796875E12	2.9678050241237908	
1.6994526027978516E12	3.03475793617065	
1.699452602798828E12	3.0848824681698246	
1.6994526027998044E12	3.0961815233446983	
1.699452602800781E12	3.1181786201213146	
1.6994526028017576E12	3.143661595622094	
1.6994526028027341E12	3.1710678145568947	
1.6994526028037107E12	3.1786405855783526	
1.6994526028046873E12	3.1465464607731257	
1.6994526028056638E12	3.1042351052246615	
1.6994526028066404E12	3.060962127959187	
1.699452602807617E12	3.0193719886984813	
1.6994526028085935E12	2.874167109429889	
1.69945260280957E12	2.8387073086151253	
1.6994526028105466E12	2.8421931873392885	
1.6994526028115232E12	2.886908597180279	
1.6994526028124998E12	2.9424422513376376	
1.6994526028134763E12	2.960232253102333	
1.699452602814453E12	2.9849940123153544	
1.6994526028154294E12	2.9473705626373166	
1.699452602816406E12	2.861906432538005	
1.6994526028173826E12	2.7668260852685873	
1.6994526028183591E12	3.0645682093979767	
1.6994526028193357E12	3.4515007477800945	
1.6994526028203123E12	3.355578981508293	
1.6994526028212888E12	3.1876557891753263	
1.6994526028222654E12	2.9676848214091645	
1.699452602823242E12	2.834380010888578	
1.6994526028242185E12	2.772836220999903	
1.699452602825195E12	2.716821755984039	
1.6994526028261716E12	2.5937341762066892	
1.6994526028271482E12	2.321595230292705	
1.6994526028281248E12	2.2667827924231045	
1.6994526028291013E12	2.7091287822479546	
1.699452602830078E12	2.903616774513337	
1.6994526028310544E12	2.955784752661159	
1.699452602832031E12	2.966723199692154	
1.6994526028330076E12	3.0323538818781235	
1.6994526028339841E12	3.0698571288415346	
1.6994526028349607E12	3.0565146275180135	
1.6994526028359373E12	3.0591590872397925	
1.6994526028369138E12	2.9573473879513013	
1.6994526028378904E12	2.8203162932772985	
1.699452602838867E12	2.742545136914071	
1.6994526028398435E12	2.7683887205587294	
1.69945260284082E12	2.9466493463495587	
1.6994526028417966E12	3.0524277352207188	
1.6994526028427732E12	3.0866855088892193	
1.6994526028437498E12	3.1169765929750515	
1.6994526028447263E12	3.1465464607731257	
1.699452602845703E12	3.2050851827961426	
1.6994526028466794E12	3.2766057979988017	
1.699452602847656E12	3.3052140440798654	
1.6994526028486326E12	3.1981134253478163	
1.6994526028496091E12	3.042330707192108	
1.6994526028505857E12	3.0071113118065966	
1.6994526028515623E12	2.9537413065125118	
1.6994526028525388E12	2.7650230445491926	
1.6994526028535154E12	2.7606957468226447	
1.699452602854492E12	2.726678378583397	
1.6994526028554685E12	2.7269187840126494	
1.699452602856445E12	2.786058519608798	
1.6994526028574216E12	2.8464002823512096	
1.6994526028583982E12	2.891836908479958	
1.6994526028593748E12	2.9301815744457533	
1.6994526028603513E12	2.964920158972759	
1.699452602861328E12	2.9206855599902743	
1.6994526028623044E12	2.6834054013179225	
1.699452602863281E12	2.5158428171288354	
1.6994526028642576E12	2.451414162089129	
1.6994526028652341E12	2.5397631573394723	
1.6994526028662107E12	2.647344586930027	
1.6994526028671873E12	2.7572098680984816	
1.6994526028681638E12	2.76706649069784	
1.6994526028691404E12	2.837385078754236	
1.699452602870117E12	2.969487862128559	
1.6994526028710935E12	3.1092836192389672	
1.69945260287207E12	3.244511673193575	
1.6994526028730466E12	3.3220424241275497	
1.6994526028740232E12	3.325047491993208	
1.6994526028749998E12	3.3362263444534555	
1.6994526028759763E12	3.343318304616408	
1.699452602876953E12	3.373128577843735	
1.6994526028779294E12	3.41507932524832	
1.699452602878906E12	3.405703513507467	
1.6994526028798826E12	3.3782972945726666	
1.6994526028808591E12	3.2689128242627175	
1.6994526028818357E12	3.179241599151484	
1.6994526028828123E12	3.1729910579909157	
1.6994526028837888E12	3.1578455159479994	
1.6994526028847654E12	3.130799905157078	
1.699452602885742E12	3.0773096971483667	
1.6994526028867185E12	3.0221366511348866	
1.699452602887695E12	3.0013415815045335	
1.6994526028886716E12	2.998576919068128	
1.699452602889648E12	3.0051880683725756	
1.6994526028906245E12	3.0151648936865603	
1.699452602891601E12	3.027305367863818	
1.6994526028925776E12	3.0263437461468077	
1.6994526028935542E12	3.0092749606698703	
1.6994526028945308E12	2.949293806071338	
1.6994526028955073E12	2.924291641429064	
1.699452602896484E12	2.8521700126532727	
1.6994526028974604E12	2.807574805526909	
1.699452602898437E12	2.790986830908477	
1.6994526028994136E12	2.765864463551577	
1.6994526029003901E12	2.7673068961270926	
1.6994526029013667E12	3.172029436273905	
1.6994526029023433E12	3.5751893411305757	
1.6994526029033198E12	3.414718717104441	
1.6994526029042964E12	3.302329178928834	
1.699452602905273E12	3.22311558999009	
1.6994526029062495E12	3.097143145061709	
1.699452602907226E12	3.0085537443821124	
1.6994526029082026E12	2.923931033285185	
1.6994526029091792E12	2.7794473703043505	
1.6994526029101558E12	2.7014358085118704	
1.6994526029111323E12	2.669101278277391	
1.699452602912109E12	2.7831736544577663	
1.6994526029130854E12	2.8036081159442405	
1.699452602914062E12	2.717182364127918	
1.6994526029150386E12	2.5901280947678997	
1.6994526029160151E12	2.5117559248315406	
1.6994526029169917E12	2.445043418213934	
1.6994526029179683E12	2.5177660605628565	
1.6994526029189448E12	2.66946188642127	
1.6994526029199214E12	2.8295719023035253	
1.699452602920898E12	2.907823869525258	
1.6994526029218745E12	2.9236906278559323	
1.699452602922851E12	2.904698598944974	
1.6994526029238276E12	2.86467109497441	
1.6994526029248042E12	2.9413604269060007	
1.6994526029257808E12	3.034397328026771	
1.6994526029267573E12	3.0228578674226445	
1.699452602927734E12	3.016607326262076	
1.6994526029287104E12	3.052908546079224	
1.699452602929687E12	3.055553005801003	
1.6994526029306636E12	3.07033793970004	
1.6994526029316401E12	3.039445842041076	
1.6994526029326167E12	3.0489418564965556	
1.6994526029335933E12	2.979344484727917	
1.6994526029345698E12	2.9608332666754644	
1.6994526029355464E12	2.9730939435673487	
1.699452602936523E12	2.9835515797398386	
1.6994526029374995E12	3.020814421273997	
1.699452602938476E12	2.992085972478307	
1.6994526029394526E12	2.9692474566993066	
1.6994526029404292E12	2.9371533318940797	
1.6994526029414058E12	2.887629813468037	
1.6994526029423823E12	2.8322163620253042	
1.699452602943359E12	2.8845045428877523	
1.6994526029443354E12	2.9322250205944007	
1.699452602945312E12	2.8992894767867896	
1.6994526029462886E12	2.9562655635196644	
1.6994526029472651E12	2.98186874173507	
1.6994526029482417E12	2.9294603581579954	
1.6994526029492183E12	2.806853589239151	
1.6994526029501948E12	2.7424249341994447	
1.6994526029511714E12	2.7627391929712926	
1.699452602952148E12	2.837745686898115	
1.6994526029531245E12	2.8697196089887154	
1.699452602954101E12	2.8560164995213153	
1.6994526029550776E12	2.863949878686652	
1.6994526029560542E12	2.883182313026863	
1.6994526029570308E12	2.9234502224266796	
1.6994526029580073E12	2.9650403616873855	
1.699452602958984E12	3.008072933523607	
1.6994526029599604E12	3.0794733460116404	
1.699452602960937E12	3.0698571288415346	
1.6994526029619136E12	3.1044755106539146	
1.6994526029628901E12	3.1616920028160416	
1.6994526029638667E12	3.193665924906642	
1.6994526029648433E12	3.2012386959281005	
1.6994526029658198E12	3.2080902506618005	
1.6994526029667964E12	3.196310384628421	
1.699452602967773E12	3.186453762029063	
1.6994526029687495E12	3.1537586236507047	
1.699452602969726E12	3.1514747720728047	
1.6994526029707026E12	3.1453444336268626	
1.6994526029716792E12	3.116495782116546	
1.6994526029726558E12	3.067693479978261	
1.6994526029736323E12	3.0710591559877978	
1.699452602974609E12	3.1014704427882562	
1.6994526029755854E12	3.679645500140846	
1.699452602976562E12	3.7373428031614786	
1.6994526029775386E12	3.6331270495804606	
1.6994526029785151E12	3.4311864890082466	
1.6994526029794917E12	3.261580458670512	
1.699452602980468E12	3.132001932303341	
1.6994526029814446E12	3.039445842041076	
1.6994526029824211E12	2.943043264910769	
1.6994526029833977E12	2.8188738607017827	
1.6994526029843743E12	2.665976007697106	
1.6994526029853508E12	2.5719774848593255	
1.6994526029863274E12	2.7645422336906873	
